Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU04,OUT045,1986.5178783637596
FDE35,OUT019,165.43196662264052
NCD31,OUT035,2601.533473847206
FDJ56,OUT035,1590.0523622033618
NCU53,OUT046,2579.5038871521115
FDD39,OUT035,3586.489017297946
NCU17,OUT019,261.69064587070477
FDJ20,OUT046,1998.4617818609127
NCW41,OUT018,2467.7038832870703
FDL52,OUT035,626.7145271476619
FDS39,OUT035,2064.1738720763265
DRJ47,OUT045,2833.647307471482
FDP13,OUT010,95.72731871111928
DRK39,OUT010,179.69740986103156
FDF28,OUT010,241.0341503202937
FDB09,OUT045,1972.5738313607662
FDM51,OUT046,1570.7249789512289
DRM49,OUT018,629.7576536159685
DRF23,OUT013,2813.468260292817
DRH01,OUT035,2840.794157924923
FDH12,OUT027,2676.3004129928195
FDA28,OUT019,255.0648842240258
FDW37,OUT018,1328.369897378372
FDF02,OUT046,1617.9460353069333
DRL37,OUT046,636.3770369576868
NCF43,OUT046,2081.928383525811
FDH08,OUT010,473.00715905157
FDR34,OUT019,546.1793677270753
NCK19,OUT049,3176.664584806763
NCD55,OUT018,583.3506556485248
FDT27,OUT049,3864.1399418606375
FDQ57,OUT045,2512.075179475415
FDA47,OUT035,2605.5808754560394
DRG15,OUT027,1821.989148605274
FDE05,OUT018,2410.025873777237
FDN46,OUT046,1585.2347443337085
FDX27,OUT027,2643.91846872794
FDT51,OUT045,1653.7372743466628
FDU33,OUT013,642.3996700333283
FDJ16,OUT027,1781.929793846936
FDD20,OUT019,279.2174034730318
FDT36,OUT049,622.4421963168542
DRF15,OUT027,3420.3041464770718
FDN52,OUT010,187.0111546948643
FDC22,OUT027,5551.596373560825
FDX15,OUT045,2581.0582228778
FDT13,OUT013,3080.262393568694
FDU04,OUT017,2015.6188337965095
FDU31,OUT019,515.4149731089706
FDW59,OUT027,2346.295486146783
NCO29,OUT046,2593.171683810751
FDL15,OUT035,2505.051996414748
FDI41,OUT049,2496.7317919121515
FDQ48,OUT049,1549.1394347287255
DRI39,OUT013,842.1294130449851
FDI08,OUT013,4009.128192004508
FDC21,OUT049,1608.4268136830203
FDF58,OUT035,960.4042766868832
FDS08,OUT010,442.74373958098107
FDE47,OUT045,1982.8732184829832
NCP18,OUT019,331.73778036294186
NCR41,OUT013,1530.1154094991984
FDA27,OUT013,4046.688909856628
FDA43,OUT035,3079.8889787073117
FDA49,OUT045,1328.8246206316317
NCE55,OUT018,2734.6027276219543
DRM49,OUT027,1002.5830683116283
FDF22,OUT027,5475.090468896575
FDQ15,OUT018,1292.0955537115653
NCS54,OUT017,2825.826863527022
NCY05,OUT013,605.8354207231205
FDR45,OUT046,3949.341016587182
FDK57,OUT049,1995.629837746921
FDF41,OUT010,567.7849833976423
FDV21,OUT046,2023.8768593825243
FDD51,OUT046,678.5471864514938
FDF33,OUT046,1613.8531629669335
FDA38,OUT046,3879.32408902239
FDR56,OUT045,3066.4177004060066
NCN41,OUT017,1996.7561556351286
FDC60,OUT027,2526.2827083308152
FDB47,OUT045,3499.413434063793
DRH01,OUT013,2833.004944957595
FDW08,OUT046,1615.234719384012
FDF38,OUT027,961.9075613208115
FDY32,OUT017,2576.6146614832337
FDG34,OUT049,1611.1381296059415
FDG47,OUT019,586.5452461888135
NCF18,OUT035,3069.399682615723
FDL39,OUT019,441.1373753940038
NCH55,OUT035,2002.0405175681983
DRJ35,OUT049,904.8530508768222
FDS44,OUT035,3815.7885272993244
DRE01,OUT018,3808.8889972483266
FDY39,OUT013,3104.272776967178
FDY32,OUT018,2500.5904118718327
FDR33,OUT027,3144.0501163607196
NCP50,OUT049,1286.9767752267041
FDZ47,OUT018,1515.5564211679919
FDU57,OUT049,2545.0109713450283
FDY44,OUT013,3072.622389676437
DRH59,OUT018,1101.7327132509408
FDB03,OUT027,5729.586358677653
FDY46,OUT045,3058.708428709732
FDM39,OUT045,2844.3094772389823
FDY36,OUT035,1228.3053647602467
NCM55,OUT035,3100.14756528524
FDJ50,OUT010,191.86646958716224
DRL60,OUT013,2465.630595270437
NCJ54,OUT049,3753.8814592564113
FDX59,OUT017,622.4421963168542
FDI07,OUT013,3229.2534750490845
DRF51,OUT010,84.88414699727804
FDM14,OUT017,1617.251215994427
FDP21,OUT045,3056.869930456068
FDE40,OUT035,988.4708244700735
FDE05,OUT035,2489.7004876714036
FDM13,OUT027,3297.7753200658854
FDC34,OUT027,3689.0058480566695
NCI55,OUT018,1930.0681960513912
NCE43,OUT018,2562.882434416038
FDW58,OUT018,1577.9526714291421
FDG60,OUT045,3863.145895515527
FDV31,OUT017,2806.840399207708
FDR47,OUT013,3072.410197962008
FDM60,OUT019,75.54819037135671
NCF06,OUT018,3606.6349170092685
NCN26,OUT027,2881.5209930693272
FDQ59,OUT049,1312.6647584699379
FDF09,OUT046,628.3588716863937
NCS06,OUT017,4023.748705213517
FDT44,OUT046,1983.6043228686017
FDI19,OUT017,3954.9347589100125
FDT22,OUT017,894.426679865372
NCF54,OUT027,4124.00928690575
DRG25,OUT045,3078.3608409435583
FDB59,OUT017,3075.4713155404747
FDQ37,OUT017,3058.665361433405
FDP56,OUT035,742.7813305699005
FDW44,OUT035,2834.6053565297125
FDJ26,OUT010,554.7547231707667
FDU43,OUT018,3636.578882595674
FDW33,OUT045,1617.9460353069333
NCX53,OUT027,3278.729357552661
FDN56,OUT010,452.8972328777093
DRF15,OUT049,2490.885758205526
FDO33,OUT017,1982.3049394681968
FDZ39,OUT010,219.6764344870158
NCJ19,OUT017,852.9190918156777
FDU01,OUT035,3098.2447042240424
FDT12,OUT035,3767.248632047589
NCM18,OUT018,926.2149689133823
FDP19,OUT017,2190.336427729331
NCR42,OUT049,620.8393636320906
FDN10,OUT046,1989.0270998135445
FDG44,OUT017,852.6656408334773
FDQ10,OUT046,2831.5479827703675
DRH13,OUT049,1615.2310019459412
FDT52,OUT013,3976.1986668114932
FDM56,OUT045,1665.519400611805
NCO43,OUT010,238.94507845239562
NCV29,OUT035,2860.493831564903
NCF06,OUT013,3994.217848785215
FDO50,OUT035,1377.1851738439918
FDT59,OUT013,3846.204507022268
FDX40,OUT027,945.0226752728919
FDE50,OUT017,3082.9042581531266
FDX51,OUT017,3090.987079791961
NCD30,OUT018,1529.5295146979736
FDK15,OUT013,1578.395993763825
FDL12,OUT045,930.4439499266509
FDK46,OUT017,4089.753173556855
DRH49,OUT010,168.7219487831422
FDQ57,OUT046,2509.95941456111
FDY59,OUT017,1483.4577496256818
FDO09,OUT018,3854.0790298967663
NCG30,OUT035,1984.0695013594939
FDM09,OUT017,2677.1568269764434
NCN17,OUT027,2592.897095507761
NCS42,OUT013,1347.1896733892295
FDD02,OUT019,283.2228122328181
FDE34,OUT013,3093.7034808343974
FDU38,OUT045,3093.445132694207
FDB33,OUT046,2551.1895196254827
NCJ29,OUT017,1328.364170405971
FDZ27,OUT035,744.6868943301045
FDI40,OUT013,1563.8862283813455
FDG22,OUT013,607.7766095199012
FDT51,OUT017,1683.596868285892
FDF20,OUT018,2982.7201893357164
FDV50,OUT035,1982.5740886501756
FDT02,OUT049,622.4421963168542
DRC49,OUT017,2476.208297781561
FDF26,OUT049,2494.1431735256756
FDV52,OUT035,1994.8340288781794
FDX59,OUT049,622.4421963168542
FDV25,OUT035,3766.2532270964994
FDW23,OUT027,948.0913134831021
FDE53,OUT018,1573.8597990891421
FDA19,OUT017,2001.0553428101066
FDH22,OUT046,2001.8862921834514
NCO41,OUT013,1544.3599456260808
FDX12,OUT017,3948.9790693808686
FDF17,OUT013,3096.08584799145
FDS11,OUT045,3755.2447835018447
FDR51,OUT035,2512.219474798246
FDT49,OUT010,251.92389139380856
FDC56,OUT013,1975.2691355240213
FDR13,OUT027,2993.16304722772
FDQ60,OUT035,1977.2699801970696
FDN38,OUT049,3896.43563233112
NCL29,OUT013,2553.4660821007665
FDO13,OUT027,4141.197075582557
FDE26,OUT018,2264.829017651587
FDA31,OUT010,382.76369740059476
FDX14,OUT035,1234.2733078276794
FDA34,OUT045,2940.791429307075
FDF26,OUT013,2499.845210087709
FDE38,OUT045,2635.147111333874
DRI11,OUT046,2068.4192297087757
FDQ60,OUT027,3042.5984766592537
FDL21,OUT027,950.6305012965807
DRC12,OUT027,5783.1599540769475
FDC47,OUT046,3654.633179044927
FDE57,OUT045,1992.154215999154
FDT14,OUT045,1964.3591355483845
NCZ53,OUT046,3130.615945171714
FDE28,OUT018,3622.338689501146
FDR19,OUT035,2505.2204057204312
NCF54,OUT019,375.3976830059686
FDZ08,OUT046,1318.75994109831
NCJ05,OUT018,2444.067736790706
FDF59,OUT046,1996.5339761211624
NCO05,OUT035,1589.163105993283
FDW24,OUT018,704.46985922891
NCX42,OUT018,2508.9213021966193
NCA53,OUT035,746.3668639054131
FDI45,OUT019,394.89109841597366
FDG46,OUT046,1785.2934815402964
FDM20,OUT010,522.8781855622441
FDW11,OUT010,176.49369267528667
FDX08,OUT035,2886.226437049456
NCK17,OUT035,636.3770369576868
FDK32,OUT018,2425.3773825205812
NCA42,OUT035,2549.27918810222
DRI01,OUT035,2711.7907824229187
NCL55,OUT049,4081.2589214989966
DRE25,OUT018,1451.3166517152579
FDD14,OUT017,3087.532280851159
FDB10,OUT046,3861.425791610035
DRN11,OUT035,2521.4839461544575
FDP38,OUT018,704.46985922891
NCA30,OUT017,3067.5089774471217
FDT15,OUT017,3093.6843425851325
NCP55,OUT018,857.9770975474597
FDF12,OUT035,2506.798770247261
FDM21,OUT018,3833.083384199885
FDX56,OUT035,3378.8798785993126
FDF10,OUT017,2549.7153546458103
FDT32,OUT045,3052.3535336625087
FDM51,OUT018,1548.4708434620452
NCR50,OUT018,2440.82449359229
FDI19,OUT049,3990.4321237516538
FDX21,OUT017,1617.251215994427
FDR31,OUT035,2490.0544988516895
FDY02,OUT013,4004.468005276263
NCA29,OUT045,2692.815465548716
NCX17,OUT046,3644.542968447374
FDM12,OUT045,3059.8959574498413
FDI53,OUT027,3873.4886637950754
NCU30,OUT049,2668.379915196438
FDC56,OUT027,3210.948735442715
FDK27,OUT018,1927.5002296329892
NCK18,OUT017,2624.795685348169
FDB52,OUT019,569.0328853854362
DRG25,OUT027,5418.858729295574
FDZ13,OUT049,758.4858821895282
FDB57,OUT019,556.8380678246965
FDR40,OUT046,1325.4520530881034
NCO14,OUT019,79.3755368047256
NCN19,OUT045,3051.7392389865126
FDQ28,OUT019,327.86164293735555
FDO13,OUT018,2401.40207235924
FDK48,OUT013,1274.054170480099
FDU07,OUT018,2422.9124546145995
FDW20,OUT046,2022.6454243687954
FDV12,OUT010,223.59812640177427
FDH24,OUT013,2531.507951142053
FDV59,OUT049,3644.4262009001395
FDK57,OUT045,1962.7573345746523
FDL16,OUT027,1045.1743202300277
NCQ17,OUT046,2546.021183451868
FDJ15,OUT018,3022.238016824968
FDX24,OUT049,1469.322049424115
FDT47,OUT046,1561.6230821895642
FDT10,OUT049,905.4174232830045
FDZ37,OUT018,1310.7596880515575
FDW43,OUT027,5868.807703338652
DRN36,OUT017,1513.6827229220755
FDJ14,OUT045,1309.2501102671222
FDA32,OUT013,3610.6549112313455
FDJ38,OUT019,505.07376031639
FDQ57,OUT017,2497.127948294074
NCQ41,OUT019,648.6881360723681
FDG56,OUT049,892.112817012683
DRC13,OUT027,3281.87879794936
FDV55,OUT035,2483.055429773875
FDQ49,OUT045,2456.779912769646
FDE29,OUT010,166.32713291155463
FDR03,OUT013,3417.63071064151
FDD45,OUT049,1463.229219951822
FDN38,OUT010,492.821253243805
FDT56,OUT046,862.0148374193392
FDT48,OUT045,3258.838079290822
FDU03,OUT049,3025.324825830989
FDC56,OUT010,252.30296620997925
NCO43,OUT027,2675.4753317217146
FDQ27,OUT017,1615.3483418875328
FDR03,OUT046,3457.715053025572
DRH23,OUT010,183.95036870149167
FDG22,OUT045,626.7145271476619
NCJ42,OUT013,1622.1094288599231
FDR24,OUT046,1366.8766397173415
FDW60,OUT035,2825.582289862428
FDJ08,OUT013,3071.817801095446
DRL59,OUT018,746.419804577826
FDG60,OUT010,546.6210780994948
FDW27,OUT017,2484.841817354127
FDX14,OUT018,1277.4215200819326
FDC20,OUT013,855.9731307172563
NCS29,OUT018,3863.3503958481806
FDJ56,OUT046,1604.5621275858412
FDB20,OUT019,198.90203495866146
FDL28,OUT027,5753.177271444346
FDW01,OUT018,2428.7168707349115
FDL03,OUT046,3143.2799996404747
FDX22,OUT049,3733.1157432439823
FDJ21,OUT035,2511.7582516466714
FDR31,OUT045,2490.0544988516895
FDG21,OUT035,2541.5008408469366
FDS22,OUT027,960.8367712168443
FDK08,OUT035,1561.3935426090134
FDE17,OUT018,2430.485247054149
NCN30,OUT017,1533.4960395171847
FDT50,OUT046,1534.8511360670902
NCX42,OUT049,2595.0019490763334
FDJ12,OUT035,3553.6689403271052
NCA18,OUT027,2979.5847473147483
FDP23,OUT019,524.282361648167
FDX12,OUT013,3956.8719917400754
FDN40,OUT018,2437.7717065636916
FDV48,OUT035,1315.0950495893685
NCY54,OUT013,2839.830565209914
FDL16,OUT010,84.32289445879407
FDR45,OUT018,3627.7595667940577
FDJ52,OUT046,2540.5703746092468
DRG01,OUT017,1295.6787139163832
FDP52,OUT013,3811.544390390875
FDU58,OUT017,3074.2398045753534
FDL02,OUT045,1617.9460353069333
FDG28,OUT013,3976.1986668114932
FDA19,OUT035,1987.6777513182608
FDW46,OUT027,1974.6088470227478
NCD43,OUT049,1624.5904917324071
DRG39,OUT013,733.6254178187692
NCF55,OUT049,620.8393636320906
FDJ07,OUT046,2001.7967805090134
FDE08,OUT046,2496.7317919121515
FDP56,OUT019,129.23832434817916
FDT45,OUT045,807.2050008333656
FDF17,OUT018,2982.768928019744
FDX44,OUT046,1329.0945242771286
FDM28,OUT027,5310.4338563277115
FDI36,OUT049,3169.5466701055584
FDS07,OUT045,1953.4679617310367
FDD36,OUT045,1974.2283857898503
FDW11,OUT046,904.0638053962405
FDN40,OUT049,2525.816664595451
NCQ18,OUT049,1556.885740368972
NCQ54,OUT017,2662.862140303901
NCS42,OUT045,1392.417682131326
DRH39,OUT010,164.76759677374957
FDC09,OUT027,2605.010958218738
FDT08,OUT010,337.1081006833483
FDC08,OUT035,3756.8535294968424
FDT20,OUT017,624.7733383508812
FDS35,OUT035,1085.819951318703
FDX58,OUT018,2982.7511260198544
FDW58,OUT046,1617.9460353069333
DRD27,OUT046,1553.1541441432282
FDH32,OUT019,238.31809349092427
FDS26,OUT035,3983.692403608033
FDQ31,OUT046,1340.0765014137705
FDP11,OUT018,3546.9048792273693
FDD58,OUT017,1567.502911559428
FDM33,OUT045,3580.252635264312
FDZ16,OUT049,3175.2910058461584
NCS29,OUT010,615.8177839572182
NCM18,OUT019,173.2786786900814
FDP11,OUT049,3769.5371566293657
NCC42,OUT017,2066.2842037572564
DRM23,OUT046,2832.5394724713674
NCN55,OUT027,5707.318240293442
FDK46,OUT013,4176.4299785099365
FDR01,OUT046,3275.7757080417778
NCA05,OUT045,2454.5975043695576
NCP43,OUT017,2844.272531161363
FDR12,OUT010,383.27412191085057
FDQ01,OUT013,3948.686701589342
FDM13,OUT046,1999.2540203520828
FDQ19,OUT017,3886.66286393915
FDK56,OUT019,518.9074687054554
NCX06,OUT010,455.49644956416944
FDO56,OUT027,3095.5670297484753
FDU45,OUT045,1705.203388283759
FDI16,OUT019,169.9239628472317
FDL32,OUT046,1770.3831844220058
FDA07,OUT046,2013.864831651215
FDA14,OUT045,2508.190895089593
FDV46,OUT027,3404.0899220884103
NCO07,OUT035,3604.8913742656255
NCP41,OUT046,1621.8743969665077
FDY60,OUT018,2001.1756495065263
FDN38,OUT017,3797.3406259556423
FDO15,OUT046,1209.8277640762542
FDT60,OUT013,1977.1500255280591
FDA55,OUT035,3776.2135669338645
FDE02,OUT010,205.3128571928575
DRJ39,OUT049,3768.6171732592643
FDV34,OUT035,1168.363555530369
FDS20,OUT027,5343.655862063353
FDF02,OUT027,2818.1307107249822
FDW40,OUT017,2117.199135973781
NCB43,OUT046,3137.026960956884
FDR58,OUT017,1383.3453122484796
DRJ59,OUT035,633.2801949232648
NCD30,OUT017,1575.3381882008225
FDE14,OUT017,1552.7894227708373
FDC28,OUT018,1573.8597990891421
FDU16,OUT018,1304.1440129830237
NCD19,OUT035,865.0033828814026
FDU21,OUT046,622.4421963168542
FDV59,OUT027,5417.970756684304
FDU03,OUT045,3075.3265452081837
FDC33,OUT010,521.5866736940328
NCR42,OUT035,620.8393636320906
DRH59,OUT035,1231.5209151805827
NCM31,OUT035,2100.6254796047647
FDS50,OUT035,3767.7385915566074
FDP39,OUT046,777.7278144227955
FDQ55,OUT013,1989.8994274926988
FDV36,OUT019,283.865407917164
FDI05,OUT027,2288.543849440481
FDS45,OUT027,2687.9023782562335
FDA39,OUT045,633.6679360959766
FDC37,OUT010,248.27899133104214
FDJ60,OUT027,4266.171072690759
DRQ35,OUT046,1998.0794822454561
NCJ06,OUT046,2010.2734375858445
NCY42,OUT018,2408.7771580159038
DRM37,OUT049,3184.376103441013
FDR14,OUT045,760.7997450422174
FDE51,OUT049,639.9600630538877
FDT33,OUT017,2627.978410798865
FDR08,OUT013,1696.8570949554041
FDE36,OUT010,388.6118549941447
FDL22,OUT019,215.50523218749058
FDR44,OUT013,1984.7887009173664
FDI56,OUT019,213.8720462094955
FDE47,OUT010,264.3551769755267
FDV27,OUT010,192.77909978245188
FDV10,OUT049,636.3770369576868
FDC40,OUT045,1310.4036302075745
NCX41,OUT013,3621.156262852295
NCQ38,OUT027,2575.436462295364
FDV12,OUT027,2621.668282840577
FDE52,OUT017,1344.5566866863267
FDG20,OUT027,4936.727240892823
FDV16,OUT027,945.0226752728919
FDI32,OUT017,2173.9835560277006
FDJ32,OUT049,928.2080335829135
FDN39,OUT018,2553.3839939370523
FDY34,OUT017,2645.65797520215
FDC14,OUT035,636.3770369576868
FDA55,OUT017,3778.775239270349
FDZ50,OUT010,447.4111362557098
DRG13,OUT049,2594.427186979543
FDP01,OUT013,2376.2114505548716
NCG54,OUT017,2821.951627125144
FDM13,OUT045,1969.117659214518
NCO18,OUT027,5295.272057551977
NCW41,OUT013,2531.0419661572173
FDM52,OUT027,3645.676495384916
NCF55,OUT035,620.8393636320906
FDT09,OUT046,2025.8253818175167
NCM19,OUT035,1668.230716534726
FDW12,OUT018,2383.3298079761257
FDP15,OUT019,665.2381982342929
FDK36,OUT045,746.3668639054131
FDZ25,OUT035,2853.2771797993278
NCW06,OUT049,3171.716135194249
FDW60,OUT046,2855.1171089495356
DRC49,OUT013,2484.3421043275184
NCT17,OUT035,3074.348132228237
NCN06,OUT018,2515.872111526909
FDC45,OUT013,2730.254978986365
DRJ47,OUT019,378.1746468681589
NCF06,OUT045,3981.8791833035443
FDE21,OUT010,261.3060429258638
DRG27,OUT013,617.4391193299263
FDW40,OUT049,2096.1506209108557
NCO53,OUT046,3151.466928616202
FDE23,OUT049,661.337587661089
FDQ16,OUT046,1613.8531629669335
FDS26,OUT045,3992.7336352918915
FDZ13,OUT010,111.26761365181757
FDS14,OUT049,2516.2888619765317
FDC10,OUT045,1953.5697743294775
FDY16,OUT049,3186.4119774836663
FDJ20,OUT035,1987.492719808563
FDV43,OUT035,636.3770369576868
FDZ32,OUT027,2608.3742940897846
FDR23,OUT046,2832.5394724713674
FDN24,OUT035,779.2784787589964
FDE34,OUT027,5329.702011632202
FDU31,OUT013,3670.259339730945
FDW33,OUT018,1577.9526714291421
FDU26,OUT046,1985.7899896715471
FDE20,OUT027,4542.907500440709
NCW05,OUT035,1621.8743969665077
FDB22,OUT018,2423.6577739881986
FDO56,OUT046,1983.7893543782995
FDA19,OUT027,3449.80381794299
DRI39,OUT045,856.609582939594
FDH52,OUT018,887.7446974685038
FDZ50,OUT035,3123.9058260341394
NCN42,OUT035,2493.0882230621937
FDB53,OUT013,2516.827722518265
DRG11,OUT017,1617.251215994427
DRK11,OUT027,4135.40124807882
FDQ60,OUT017,1991.4351912886268
FDT36,OUT017,622.4421963168542
DRG25,OUT018,3001.3351061557096
DRJ23,OUT046,3125.6674955592002
FDG05,OUT035,2572.5907806985483
NCK06,OUT018,1927.5002296329892
FDU52,OUT017,2506.2808328243586
FDW07,OUT018,1322.6733469530993
NCM17,OUT045,661.337587661089
FDA22,OUT045,2719.154591474326
NCA41,OUT018,2974.503876457687
FDF38,OUT035,636.3770369576868
FDH52,OUT046,933.9144632525417
FDY58,OUT019,546.7791713420131
FDZ16,OUT045,3061.469250793492
NCM18,OUT017,937.063086935875
FDA22,OUT018,2559.21862898396
NCJ43,OUT035,2824.763588805668
FDI34,OUT027,5745.03174543157
FDG56,OUT046,913.3654327961444
FDS34,OUT046,1983.340345173012
DRC01,OUT035,742.7813305699005
FDQ04,OUT035,633.2801949232648
FDK04,OUT035,865.2984440447689
FDT51,OUT049,1611.1381296059415
FDV26,OUT017,3102.6544799867097
FDS04,OUT049,2071.623014952066
FDW43,OUT018,3631.8605760782834
FDQ28,OUT010,329.63196979608256
NCK06,OUT017,2015.6188337965095
FDS23,OUT018,1914.861052210959
FDZ36,OUT019,467.469077019773
FDE56,OUT018,926.2149689133823
FDW10,OUT027,4787.949077090759
NCN14,OUT045,3078.152966719511
NCQ18,OUT045,1566.4260656103404
FDW08,OUT017,1618.6327724115056
FDU43,OUT035,3865.006337273887
FDR33,OUT010,257.43198250315925
FDM24,OUT010,383.3518552606118
NCZ05,OUT046,1621.8743969665077
NCV41,OUT035,1680.0945201786035
FDV11,OUT018,2714.5576327397594
NCY05,OUT035,624.7733383508812
FDV44,OUT018,2970.4087983593613
FDW32,OUT049,1312.8695984724943
NCU18,OUT027,3319.6862018312286
NCC43,OUT035,3903.194758712597
FDW19,OUT013,1668.258746362632
FDN31,OUT035,3074.348132228237
FDI48,OUT045,742.7813305699005
FDS24,OUT017,1347.7189918919473
FDF46,OUT049,2004.9560212624926
DRG23,OUT017,2518.423914386537
FDG14,OUT018,2413.0621874584954
NCY30,OUT049,2923.6254104863456
FDO28,OUT018,1927.5002296329892
DRD24,OUT035,2085.623105974664
FDI33,OUT049,1329.272790987216
FDN32,OUT046,3145.9041843276923
FDR16,OUT045,3506.0317006155224
FDF26,OUT046,2506.04840218484
NCN29,OUT018,708.0553925644225
FDE20,OUT045,2656.9122923842665
FDA46,OUT046,3131.152221300328
FDU28,OUT045,3056.9260511940147
FDQ48,OUT045,1564.1048585319345
FDV36,OUT013,2002.82908074526
FDR14,OUT018,750.2152879464926
FDP23,OUT017,3639.1288075369744
FDP56,OUT013,726.6081353885926
FDK48,OUT010,181.83252163032205
FDR48,OUT046,2519.6805028960134
NCY29,OUT049,859.7009745666501
FDM22,OUT018,785.3072553794607
DRJ01,OUT013,2567.743104250315
FDZ43,OUT045,3977.7605415675725
FDV03,OUT035,2525.9116992850304
FDX11,OUT027,5251.478571730874
NCA41,OUT027,5567.197108306414
FDE38,OUT017,2614.8333668828172
FDI27,OUT018,629.7576536159685
FDN32,OUT013,3082.3697823533394
NCN43,OUT017,2018.1868002149113
FDB47,OUT027,5542.4262316890035
FDV03,OUT017,2531.663168438172
NCN30,OUT045,1566.4260656103404
NCV54,OUT010,262.8171198218825
FDV07,OUT013,1605.9457508105363
FDP07,OUT049,3157.0557967057116
FDK48,OUT018,1083.3867646342435
FDM15,OUT019,323.81918233214174
FDY19,OUT027,3095.5670297484753
FDK46,OUT046,4136.228206834643
FDY11,OUT045,1061.423244562083
FDH09,OUT046,777.7278144227955
FDO08,OUT027,4240.4139843726225
FDU14,OUT013,4010.1258775680385
FDD22,OUT027,3154.1864547174946
FDM27,OUT017,2568.387898601466
FDL02,OUT027,2821.494046596029
NCA17,OUT035,2482.3260489296126
FDE38,OUT019,359.1032850201669
NCG07,OUT049,3175.6962558591936
DRC27,OUT013,3930.865674826842
FDA27,OUT035,4074.6615109789545
FDW40,OUT045,2066.01425977329
DRI11,OUT013,1977.6956163260497
FDN50,OUT046,1497.7459437531402
FDR12,OUT046,2844.0949769081617
FDT34,OUT027,2790.4634169105643
FDW11,OUT035,943.1099264401331
NCO30,OUT027,5184.51557519928
FDZ34,OUT017,3169.8699435284843
FDU45,OUT017,1790.3590181613376
NCD42,OUT035,628.3588716863937
FDX25,OUT045,2983.2997728780147
NCR29,OUT046,860.0108705891357
FDX43,OUT019,406.4474958669183
FDB04,OUT010,187.19404479118813
FDR49,OUT027,1024.9915216803017
FDS39,OUT018,2002.4112970087524
FDW58,OUT045,1617.9460353069333
FDG22,OUT019,72.69009173510443
FDG31,OUT017,935.6233689193787
NCV53,OUT027,5135.477811558381
DRJ37,OUT035,2483.616884593948
FDV07,OUT035,1611.1418470440121
FDW52,OUT018,2512.654554626218
FDT15,OUT045,3083.1014163320256
FDD02,OUT018,1893.2422404117078
FDM16,OUT035,1147.0319639258703
NCE55,OUT046,2823.664463664232
FDB57,OUT018,3583.503573315203
FDQ04,OUT013,617.4391193299263
FDQ47,OUT019,77.69487931866293
FDY14,OUT019,593.3404408739294
DRK37,OUT017,3093.5486200433015
FDO25,OUT017,3557.5140148548603
FDL57,OUT046,4158.49133668754
NCK29,OUT018,1908.0776288523182
FDK46,OUT027,5932.071240154144
NCB43,OUT010,587.9129364742552
DRE01,OUT027,6119.15253436299
FDC46,OUT018,2994.494150583239
FDQ23,OUT045,1622.9505478725475
FDX38,OUT049,742.7813305699005
FDG60,OUT018,3662.4462359065765
FDW55,OUT017,3901.043780778056
FDP39,OUT013,726.6081353885926
FDB20,OUT018,1290.8877370890239
FDV21,OUT017,2083.9409310332303
FDZ02,OUT013,1514.9071137964147
FDP19,OUT027,3499.3104443053
FDA38,OUT035,3930.5809888265476
FDH22,OUT045,1971.7499310458861
DRM11,OUT045,4100.919103603259
FDO12,OUT027,4685.591125883622
FDT14,OUT049,1994.4954966859493
FDW34,OUT010,518.8741552729672
FDG04,OUT027,4857.968350463685
FDW59,OUT018,1301.6779733210894
FDR33,OUT018,1573.8597990891421
FDP32,OUT013,2003.6843327759264
FDL13,OUT027,5808.53070229649
FDD22,OUT013,2105.053968532946
FDV40,OUT027,1938.2860819296059
NCD55,OUT046,634.7742042729234
FDQ20,OUT010,108.2205950900682
FDD28,OUT045,862.0148374193392
FDC39,OUT045,3554.573924493121
NCR17,OUT049,2001.7967805090134
DRO35,OUT018,1905.5265019798799
FDF40,OUT049,4049.232737183506
FDR31,OUT018,2394.587757904941
NCQ41,OUT017,3071.4378823706043
FDP38,OUT046,742.7813305699005
NCU54,OUT027,5468.994247934444
FDG22,OUT018,571.0186476924556
DRK59,OUT013,3782.0256126526424
FDC37,OUT046,1617.9460353069333
NCO42,OUT013,2442.754126814173
NCT42,OUT017,2478.921253422063
FDX27,OUT035,1482.7879272872021
FDV40,OUT018,1119.7734434524514
FDT45,OUT027,1748.523037426872
FDS47,OUT019,227.00703592469802
FDR45,OUT035,3944.407200612174
FDB03,OUT045,3836.48876496445
FDO49,OUT035,777.7278144227955
FDU60,OUT027,4236.074629034909
FDB26,OUT018,724.3230863391285
FDB46,OUT017,3477.7550181909874
FDQ37,OUT019,533.4667115577921
FDN03,OUT017,3993.164784002024
NCX30,OUT045,3983.7205328050145
FDK32,OUT019,332.9766509229443
DRM47,OUT013,3072.622389676437
NCO02,OUT046,1098.9154271359394
FDP04,OUT013,1026.6118993857958
NCO43,OUT049,1580.877056636309
FDD59,OUT013,1291.4484043249117
FDQ10,OUT017,2832.0229619278994
FDW45,OUT035,2527.5503786992535
NCK30,OUT049,4025.7918079081514
FDU31,OUT018,3407.368623191969
NCQ17,OUT019,326.83141457231665
FDN01,OUT017,2789.8029598651606
FDZ19,OUT049,2840.6571175460554
DRG37,OUT017,2512.215282862573
FDE32,OUT045,626.7145271476619
FDO34,OUT049,2649.307776489029
FDM04,OUT019,170.75738945217384
